,day,type,accuracy,precision,recall,f1-score,threshold
0,0,cos,0.41855203619909503,0.4176737160120846,1.0,0.5892381459776239,0.01
1,0,cos,0.4230769230769231,0.4195751138088012,1.0,0.5911277391769107,0.02
2,0,cos,0.44042232277526394,0.42702702702702705,1.0,0.5984848484848485,0.03
3,0,cos,0.46153846153846156,0.43646408839779005,1.0,0.6076923076923078,0.04
4,0,cos,0.49547511312217196,0.4525368248772504,1.0,0.6230985915492958,0.05
5,0,cos,0.524132730015083,0.4670608108108108,1.0,0.6367299942429476,0.06
6,0,cos,0.5588235294117647,0.4859402460456942,1.0,0.6540508574807805,0.07
7,0,cos,0.5867269984917044,0.5022706630336058,1.0,0.6686819830713422,0.08
8,0,cos,0.6312217194570136,0.5307101727447217,1.0,0.6934169278996865,0.09
9,0,cos,0.6734539969834088,0.5609756097560976,0.9981916817359855,0.7182823682498374,0.1
10,0,cos,0.7119155354449472,0.5918367346938775,0.9963833634719711,0.7425876010781672,0.11
11,0,cos,0.7518853695324283,0.6278538812785388,0.9945750452079566,0.7697690692792162,0.12
12,0,cos,0.7978883861236803,0.6761433868974042,0.9891500904159132,0.803230543318649,0.13
13,0,cos,0.832579185520362,0.7174770039421814,0.9873417721518988,0.8310502283105025,0.14
14,0,cos,0.8680241327300151,0.7647058823529411,0.9873417721518988,0.861878453038674,0.15
15,0,cos,0.8876319758672699,0.7961876832844574,0.9819168173598554,0.8793522267206477,0.16
16,0,cos,0.9049773755656109,0.8239757207890743,0.9819168173598554,0.8960396039603961,0.17
17,0,cos,0.920814479638009,0.8578274760383386,0.9710669077757685,0.910941475826972,0.18
18,0,cos,0.9306184012066365,0.8797364085667215,0.9656419529837251,0.9206896551724139,0.19
19,0,cos,0.9389140271493213,0.9,0.9602169981916817,0.9291338582677166,0.2
20,0,cos,0.9457013574660633,0.9241622574955908,0.9475587703435805,0.9357142857142856,0.21
21,0,cos,0.9539969834087482,0.9538745387453874,0.9349005424954792,0.9442922374429222,0.22
22,0,cos,0.9570135746606335,0.9732824427480916,0.9222423146473779,0.947075208913649,0.23
23,0,cos,0.9532428355957768,0.9785575048732943,0.9077757685352622,0.9418386491557224,0.24
24,0,cos,0.951734539969834,0.9899799599198397,0.8933092224231465,0.9391634980988594,0.25
25,0,cos,0.9487179487179487,0.9938900203665988,0.8824593128390597,0.9348659003831418,0.26
26,0,cos,0.942684766214178,0.9958419958419958,0.8661844484629295,0.9264990328820115,0.27
27,0,cos,0.9374057315233786,0.9957805907172996,0.8535262206148282,0.9191820837390458,0.28
28,0,cos,0.9313725490196079,0.9978448275862069,0.8372513562386981,0.9105211406096362,0.29
29,0,cos,0.9238310708898945,0.9977973568281938,0.8191681735985533,0.8997020854021847,0.3
30,0,cos,0.9200603318250377,0.9977728285077951,0.810126582278481,0.8942115768463074,0.31
31,0,cos,0.9110105580693816,0.9977116704805492,0.7884267631103075,0.8808080808080808,0.32
32,0,cos,0.9027149321266968,0.9976525821596244,0.7685352622061483,0.8682328907048007,0.33
33,0,cos,0.8921568627450981,0.9975728155339806,0.7432188065099458,0.8518134715025907,0.34
34,0,cos,0.8823529411764706,0.9974937343358395,0.7197106690777577,0.8361344537815125,0.35
35,0,cos,0.8695324283559578,0.9973821989528796,0.6889692585895117,0.8149732620320856,0.36
36,0,cos,0.8597285067873304,0.997289972899729,0.6654611211573237,0.7982646420824294,0.37
