20140224 150000.txt,1256,25
20140224 165400.txt,1582,56
20140226 005400.txt,1582,49
20140227 005600.txt,1637,56
20140227 144800.txt,892,16
20140227 214900.txt,1220,37
20140228 024500.txt,564,13
20140228 120400.txt,629,19
20140228 171100.txt,775,11
20140228 215200.txt,922,24
20140228 223500.txt,450,8
20140228 230000.txt,547,9
20140301 014300.txt,1526,50
20140301 032500.txt,369,11
20140301 211100.txt,649,21
20140302 080800.txt,1285,37
20140303 124200.txt,839,25
20140303 132600.txt,1388,46
20140303 223400.txt,758,22
20140304 000100.txt,463,13
20140304 005200.txt,1265,30
20140304 012300.txt,1130,24
20140304 020300.txt,833,22
20140304 031400.txt,1310,45
20140304 033100.txt,383,14
20140304 061300.txt,1164,23
20140304 100400.txt,675,16
20140304 124100.txt,1386,45
20140304 124300.txt,951,34
20140304 124700.txt,638,15
20140304 133000.txt,831,22
20140304 135100.txt,1346,22
20140304 184700.txt,820,12
20140304 195900.txt,1382,38
20140304 231500.txt,698,21
20140305 123200.txt,1049,34
20140305 123500.txt,959,13
20140305 160700.txt,944,10
20140305 181200.txt,1332,41
20140305 181400.txt,1295,36
20140305 181500.txt,935,16
20140305 210600.txt,796,32
20140305 231300.txt,846,24
20140306 001500.txt,783,14
20140306 020200.txt,966,28
20140306 042900.txt,488,17
20140306 123500.txt,853,18
20140306 130000.txt,984,27
20140306 171300.txt,717,10
20140306 171400.txt,921,18
20140306 175100.txt,1010,19
20140306 195700.txt,794,25
20140306 222700.txt,1141,30
20140306 233900.txt,561,21
20140306 235600.txt,827,21
20140307 071700.txt,1466,40
20140307 130300.txt,667,17
20140307 150900.txt,832,24
20140307 151700.txt,500,19
20140307 152700.txt,949,16
20140307 223100.txt,455,10
20140307 225700.txt,790,30
20140308 140600.txt,896,19
20140310 005500.txt,567,15
20140311 065500.txt,1254,36
20140311 121400.txt,992,24
20140311 182400.txt,749,24
20140314 095800.txt,1039,36
20140314 100000.txt,1304,22
20140314 122400.txt,692,20
20140314 174100.txt,1427,27
20140314 182000.txt,954,27
20140314 204800.txt,967,22
20140315 004200.txt,1289,38
20140315 154200.txt,925,32
20140316 071700.txt,804,21
20140316 081000.txt,551,17
20140316 200600.txt,502,21
20140316 233600.txt,552,15
20140316 235200.txt,1702,54
20140317 114400.txt,409,13
20140317 161500.txt,973,21
20140318 103600.txt,882,17
20140318 132300.txt,1879,54
20140318 213100.txt,858,26
20140318 232200.txt,542,15
20140318 240000.txt,590,15
20140319 110700.txt,823,27
20140319 115600.txt,622,14
20140319 211200.txt,727,22
20140320 100300.txt,1072,20
20140320 110500.txt,1203,42
20140320 232600.txt,343,13
20140321 091100.txt,1696,56
20140321 161900.txt,977,13
20140321 172900.txt,1177,22
20140321 191500.txt,1552,51
20140323 010900.txt,1407,48
20140323 175200.txt,1021,37
20140324 114700.txt,792,15
20140324 125200.txt,846,20
20140324 140800.txt,543,19
20140325 003200.txt,944,30
20140325 132900.txt,938,27
20140325 165100.txt,767,18
20140325 173000.txt,1171,36
20140325 203200.txt,988,33
20140327 114100.txt,288,12
20140327 115800.txt,1419,37
20140327 182600.txt,653,27
20140328 123800.txt,1183,34
20140328 141700.txt,875,17
20140329 140600.txt,1561,49
20140329 213000.txt,992,27
