20160609 000000.txt,978,34
20160616 000000.txt,1328,42
20160624 000000.txt,457,17
20160624 000001.txt,510,22
20160624 000002.txt,1058,35
20160624 000003.txt,951,22
20160624 000004.txt,808,28
20160624 000005.txt,516,17
20160624 000006.txt,1063,24
20160624 000007.txt,1007,45
20160624 000008.txt,192,8
20160624 000009.txt,766,31
20160624 000010.txt,982,26
20160624 000011.txt,227,8
20160625 000000.txt,1056,34
20160626 000000.txt,294,9
20160626 000001.txt,716,23
20160627 000000.txt,2970,93
20160627 000001.txt,1390,48
20160627 000002.txt,924,44
20160627 000003.txt,433,18
20160627 000004.txt,971,34
20160627 000005.txt,687,24
20160627 000006.txt,409,14
20160628 000000.txt,369,17
20160628 000001.txt,150,5
20160628 000002.txt,225,8
20160628 000003.txt,374,14
20160629 000000.txt,384,13
20160629 000001.txt,725,24
20160630 000000.txt,297,13
20160630 000001.txt,1510,53
20160701 000000.txt,717,23
20160704 000000.txt,462,16
20160705 000000.txt,939,40
20160706 000000.txt,494,20
20160707 000000.txt,1338,50
20160708 000000.txt,317,11
20160708 000001.txt,192,8
20160709 000000.txt,166,8
20160713 000000.txt,895,44
20160713 000001.txt,528,26
20160720 000000.txt,943,34
20160726 000000.txt,1177,63
