,day,type,accuracy,precision,recall,f1-score,threshold
0,0,cos,0.3306878306878307,0.3306878306878307,1.0,0.4970178926441352,0.01
1,0,cos,0.3333333333333333,0.33156498673740054,1.0,0.4980079681274901,0.02
2,0,cos,0.3412698412698413,0.3342245989304813,1.0,0.5010020040080161,0.03
3,0,cos,0.3492063492063492,0.33692722371967654,1.0,0.5040322580645161,0.04
4,0,cos,0.373015873015873,0.3453038674033149,1.0,0.513347022587269,0.05
5,0,cos,0.4126984126984127,0.36023054755043227,1.0,0.5296610169491526,0.06
6,0,cos,0.4576719576719577,0.3787878787878788,1.0,0.5494505494505494,0.07
7,0,cos,0.5052910052910053,0.40064102564102566,1.0,0.5720823798627003,0.08
8,0,cos,0.5634920634920635,0.43103448275862066,1.0,0.6024096385542169,0.09
9,0,cos,0.6111111111111112,0.45955882352941174,1.0,0.6297229219143576,0.1
10,0,cos,0.6640211640211641,0.496,0.992,0.6613333333333333,0.11
11,0,cos,0.7116402116402116,0.5344827586206896,0.992,0.6946778711484594,0.12
12,0,cos,0.7698412698412699,0.5913461538461539,0.984,0.7387387387387387,0.13
13,0,cos,0.8015873015873016,0.6288659793814433,0.976,0.7648902821316614,0.14
14,0,cos,0.8386243386243386,0.6777777777777778,0.976,0.8,0.15
15,0,cos,0.8597883597883598,0.711764705882353,0.968,0.8203389830508474,0.16
16,0,cos,0.8835978835978836,0.7515527950310559,0.968,0.8461538461538461,0.17
17,0,cos,0.8888888888888888,0.7677419354838709,0.952,0.8500000000000001,0.18
18,0,cos,0.8968253968253969,0.7866666666666666,0.944,0.8581818181818182,0.19
19,0,cos,0.9074074074074074,0.8125,0.936,0.8698884758364314,0.2
20,0,cos,0.9153439153439153,0.8394160583941606,0.92,0.8778625954198473,0.21
21,0,cos,0.9338624338624338,0.8968253968253969,0.904,0.900398406374502,0.22
22,0,cos,0.9417989417989417,0.9327731092436975,0.888,0.9098360655737705,0.23
23,0,cos,0.9338624338624338,0.9464285714285714,0.848,0.8945147679324893,0.24
24,0,cos,0.9391534391534392,0.9811320754716981,0.832,0.9004329004329003,0.25
25,0,cos,0.9285714285714286,0.9803921568627451,0.8,0.881057268722467,0.26
26,0,cos,0.9206349206349206,0.9797979797979798,0.776,0.8660714285714285,0.27
27,0,cos,0.917989417989418,0.9795918367346939,0.768,0.8609865470852017,0.28
28,0,cos,0.9206349206349206,0.9896907216494846,0.768,0.8648648648648649,0.29
29,0,cos,0.91005291005291,0.989247311827957,0.736,0.8440366972477065,0.3
30,0,cos,0.9074074074074074,0.9891304347826086,0.728,0.8387096774193548,0.31
31,0,cos,0.9021164021164021,0.9888888888888889,0.712,0.827906976744186,0.32
32,0,cos,0.8968253968253969,0.9886363636363636,0.696,0.8169014084507042,0.33
33,0,cos,0.8835978835978836,0.9879518072289156,0.656,0.7884615384615384,0.34
34,0,cos,0.873015873015873,0.9873417721518988,0.624,0.7647058823529411,0.35
35,0,cos,0.8571428571428571,0.9863013698630136,0.576,0.7272727272727271,0.36
36,0,cos,0.8465608465608465,0.9855072463768116,0.544,0.7010309278350517,0.37
37,0,cos,0.843915343915344,0.9852941176470589,0.536,0.694300518134715,0.38
38,0,cos,0.843915343915344,0.9852941176470589,0.536,0.694300518134715,0.39
39,0,cos,0.8333333333333334,0.984375,0.504,0.6666666666666666,0.4
40,0,cos,0.8306878306878307,0.9841269841269841,0.496,0.6595744680851063,0.41
41,0,cos,0.828042328042328,0.9838709677419355,0.488,0.6524064171122995,0.42
42,0,cos,0.8201058201058201,0.9830508474576272,0.464,0.6304347826086957,0.43
43,0,cos,0.8042328042328042,0.9811320754716981,0.416,0.5842696629213483,0.44
44,0,cos,0.8015873015873016,0.9807692307692307,0.408,0.576271186440678,0.45
45,0,cos,0.7936507936507936,0.9795918367346939,0.384,0.5517241379310344,0.46
46,0,cos,0.7804232804232805,0.9772727272727273,0.344,0.5088757396449703,0.47
47,0,cos,0.7698412698412699,0.975,0.312,0.4727272727272727,0.48
48,0,cos,0.7698412698412699,0.975,0.312,0.4727272727272727,0.49
49,0,cos,0.7619047619047619,1.0,0.28,0.43750000000000006,0.5
50,0,cos,0.7486772486772487,1.0,0.24,0.3870967741935484,0.51
51,0,cos,0.7486772486772487,1.0,0.24,0.3870967741935484,0.52
52,0,cos,0.746031746031746,1.0,0.232,0.37662337662337664,0.53
53,0,cos,0.7380952380952381,1.0,0.208,0.3443708609271523,0.54
54,0,cos,0.7354497354497355,1.0,0.2,0.33333333333333337,0.55
55,0,cos,0.7301587301587301,1.0,0.184,0.3108108108108108,0.56
56,0,cos,0.716931216931217,1.0,0.144,0.2517482517482518,0.57
57,0,cos,0.7142857142857143,1.0,0.136,0.23943661971830985,0.58
58,0,cos,0.708994708994709,1.0,0.12,0.21428571428571425,0.59
59,0,cos,0.7063492063492064,1.0,0.112,0.2014388489208633,0.6
60,0,cos,0.7037037037037037,1.0,0.104,0.18840579710144925,0.61
61,0,cos,0.6984126984126984,1.0,0.088,0.16176470588235292,0.62
62,0,cos,0.6957671957671958,1.0,0.08,0.14814814814814814,0.63
63,0,cos,0.6957671957671958,1.0,0.08,0.14814814814814814,0.64
64,0,cos,0.6957671957671958,1.0,0.08,0.14814814814814814,0.65
65,0,cos,0.6851851851851852,1.0,0.048,0.0916030534351145,0.66
66,0,cos,0.6851851851851852,1.0,0.048,0.0916030534351145,0.67
67,0,cos,0.6825396825396826,1.0,0.04,0.07692307692307693,0.68
68,0,cos,0.6746031746031746,1.0,0.016,0.031496062992125984,0.69
69,0,cos,0.6746031746031746,1.0,0.016,0.031496062992125984,0.7
70,0,cos,0.6746031746031746,1.0,0.016,0.031496062992125984,0.71
71,0,cos,0.6746031746031746,1.0,0.016,0.031496062992125984,0.72
72,0,cos,0.671957671957672,1.0,0.008,0.015873015873015872,0.73
73,0,cos,0.6693121693121693,0.0,0.0,0.0,0.74
74,0,cos,0.6693121693121693,0.0,0.0,0.0,0.75
75,0,cos,0.6693121693121693,0.0,0.0,0.0,0.76
76,0,cos,0.6693121693121693,0.0,0.0,0.0,0.77
77,0,cos,0.6693121693121693,0.0,0.0,0.0,0.78
78,0,cos,0.6693121693121693,0.0,0.0,0.0,0.79
79,0,cos,0.6693121693121693,0.0,0.0,0.0,0.8
80,0,cos,0.6693121693121693,0.0,0.0,0.0,0.81
81,0,cos,0.6693121693121693,0.0,0.0,0.0,0.82
