,group,day_number,source_file,reference_file,news_srouce,news_event,news_event_date,news_numer_in_day
129,1,23,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\missile\20170917 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_NewYorkTimes_missile_17.txt,NewYorkTimes,missile,20170917,17
130,1,25,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160627 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_CNN_brexit_18.txt,CNN,brexit,20160627,18
131,1,27,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\missile\20170921 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_Theguardian_missile_24.txt,Theguardian,missile,20170921,24
132,1,31,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\missile\20170925 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day31_CNN_missile_9.txt,CNN,missile,20170925,9
151,2,20,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160622 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_Theguardian_brexit_92.txt,Theguardian,brexit,20160622,92
152,2,27,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160629 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_CNN_brexit_30.txt,CNN,brexit,20160629,30
153,2,29,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160701 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day29_CNN_brexit_33.txt,CNN,brexit,20160701,33
154,2,38,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160710 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day38_NewYorkTimes_brexit_75.txt,NewYorkTimes,brexit,20160710,75
155,3,27,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140313 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_Theguardian_crimea_198.txt,Theguardian,crimea,20140313,198
156,3,27,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160629 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_Theguardian_brexit_116.txt,Theguardian,brexit,20160629,116
157,3,27,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160629 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_Theguardian_brexit_115.txt,Theguardian,brexit,20160629,115
158,3,27,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140313 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_NewYorkTimes_crimea_134.txt,NewYorkTimes,crimea,20140313,134
159,3,27,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160629 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_NewYorkTimes_brexit_64.txt,NewYorkTimes,brexit,20160629,64
160,3,27,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160629 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_NewYorkTimes_brexit_63.txt,NewYorkTimes,brexit,20160629,63
161,3,27,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160629 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_NewYorkTimes_brexit_62.txt,NewYorkTimes,brexit,20160629,62
162,3,27,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160629 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_NewYorkTimes_brexit_61.txt,NewYorkTimes,brexit,20160629,61
163,3,27,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160629 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_CNN_brexit_29.txt,CNN,brexit,20160629,29
164,3,27,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140313 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_Theguardian_crimea_197.txt,Theguardian,crimea,20140313,197
165,3,27,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140313 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day27_Theguardian_crimea_196.txt,Theguardian,crimea,20140313,196
166,3,29,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160701 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day29_NewYorkTimes_brexit_67.txt,NewYorkTimes,brexit,20160701,67
167,3,30,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160702 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day30_Theguardian_brexit_119.txt,Theguardian,brexit,20160702,119
168,3,34,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160706 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day34_Theguardian_brexit_123.txt,Theguardian,brexit,20160706,123
169,3,34,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160706 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day34_NewYorkTimes_brexit_72.txt,NewYorkTimes,brexit,20160706,72
170,3,34,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160706 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day34_NewYorkTimes_brexit_71.txt,NewYorkTimes,brexit,20160706,71
171,3,34,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160706 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day34_CNN_brexit_36.txt,CNN,brexit,20160706,36
172,3,40,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160712 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day40_NewYorkTimes_brexit_77.txt,NewYorkTimes,brexit,20160712,77
173,3,40,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160712 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day40_NewYorkTimes_brexit_76.txt,NewYorkTimes,brexit,20160712,76
174,3,42,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160714 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day42_NewYorkTimes_brexit_78.txt,NewYorkTimes,brexit,20160714,78
175,4,28,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160630 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day28_CNN_brexit_31.txt,CNN,brexit,20160630,31
176,4,42,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160714 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day42_Theguardian_brexit_129.txt,Theguardian,brexit,20160714,129
177,5,33,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160705 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_NewYorkTimes_brexit_70.txt,NewYorkTimes,brexit,20160705,70
178,5,33,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160705 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_CNN_brexit_35.txt,CNN,brexit,20160705,35
179,5,45,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140331 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day45_Theguardian_crimea_235.txt,Theguardian,crimea,20140331,235
180,6,36,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160708 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day36_Theguardian_brexit_125.txt,Theguardian,brexit,20160708,125
181,6,36,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160708 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day36_CNN_brexit_38.txt,CNN,brexit,20160708,38
182,6,36,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160708 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day36_CNN_brexit_39.txt,CNN,brexit,20160708,39
183,6,46,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160718 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day46_Theguardian_brexit_130.txt,Theguardian,brexit,20160718,130
184,6,46,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\hk\20141030 124700.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day46_CNN_hk_23.txt,CNN,hk,20141030,23
185,6,48,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160720 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day48_Theguardian_brexit_132.txt,Theguardian,brexit,20160720,132
186,6,48,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160720 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day48_CNN_brexit_43.txt,CNN,brexit,20160720,43
187,6,50,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160722 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day50_Theguardian_brexit_135.txt,Theguardian,brexit,20160722,135
188,7,41,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160713 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day41_Theguardian_brexit_128.txt,Theguardian,brexit,20160713,128
189,7,41,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160713 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day41_CNN_brexit_41.txt,CNN,brexit,20160713,41
190,7,47,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160719 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day47_Theguardian_brexit_131.txt,Theguardian,brexit,20160719,131
191,7,55,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160727 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day55_Theguardian_brexit_136.txt,Theguardian,brexit,20160727,136
192,7,57,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160729 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day57_Theguardian_brexit_139.txt,Theguardian,brexit,20160729,139
193,7,57,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160729 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day57_Theguardian_brexit_138.txt,Theguardian,brexit,20160729,138
194,8,0,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20170908 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day0_NewYorkTimes_catalan_31.txt,NewYorkTimes,catalan,20170908,31
206,8,3,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20170911 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day3_Theguardian_catalan_62.txt,Theguardian,catalan,20170911,62
207,8,3,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20170911 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day3_NewYorkTimes_catalan_32.txt,NewYorkTimes,catalan,20170911,32
208,8,8,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20170916 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day8_Theguardian_catalan_63.txt,Theguardian,catalan,20170916,63
195,8,14,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20170922 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day14_NewYorkTimes_catalan_34.txt,NewYorkTimes,catalan,20170922,34
196,8,15,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20170923 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day15_Theguardian_catalan_66.txt,Theguardian,catalan,20170923,66
197,8,18,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20170926 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_NewYorkTimes_catalan_35.txt,NewYorkTimes,catalan,20170926,35
198,8,19,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20170927 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_Theguardian_catalan_67.txt,Theguardian,catalan,20170927,67
199,8,19,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20170927 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_CNN_catalan_2.txt,CNN,catalan,20170927,2
200,8,21,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20170929 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day21_Theguardian_catalan_68.txt,Theguardian,catalan,20170929,68
201,8,21,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20170929 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day21_NewYorkTimes_catalan_37.txt,NewYorkTimes,catalan,20170929,37
202,8,21,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20170929 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day21_NewYorkTimes_catalan_36.txt,NewYorkTimes,catalan,20170929,36
203,8,21,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20170929 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day21_CNN_catalan_3.txt,CNN,catalan,20170929,3
204,8,21,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20170929 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day21_NewYorkTimes_catalan_38.txt,NewYorkTimes,catalan,20170929,38
205,8,29,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171007 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day29_CNN_catalan_7.txt,CNN,catalan,20171007,7
209,9,24,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171002 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day24_Theguardian_catalan_69.txt,Theguardian,catalan,20171002,69
210,9,31,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171009 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day31_NewYorkTimes_catalan_44.txt,NewYorkTimes,catalan,20171009,44
211,9,33,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140319 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_Theguardian_crimea_211.txt,Theguardian,crimea,20140319,211
212,9,33,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140319 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_Theguardian_crimea_210.txt,Theguardian,crimea,20140319,210
213,9,33,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171011 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_Theguardian_catalan_75.txt,Theguardian,catalan,20171011,75
214,9,33,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140319 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_NewYorkTimes_crimea_146.txt,NewYorkTimes,crimea,20140319,146
215,9,33,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140319 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_NewYorkTimes_crimea_144.txt,NewYorkTimes,crimea,20140319,144
216,9,33,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140319 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_NewYorkTimes_crimea_143.txt,NewYorkTimes,crimea,20140319,143
217,9,33,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171011 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_NewYorkTimes_catalan_45.txt,NewYorkTimes,catalan,20171011,45
218,9,33,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140319 211200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_CNN_crimea_90.txt,CNN,crimea,20140319,90
219,9,33,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140319 115600.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_CNN_crimea_89.txt,CNN,crimea,20140319,89
220,9,33,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140319 110700.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_CNN_crimea_88.txt,CNN,crimea,20140319,88
221,9,33,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171011 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day33_CNN_catalan_9.txt,CNN,catalan,20171011,9
222,9,35,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171013 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day35_CNN_catalan_11.txt,CNN,catalan,20171013,11
223,9,38,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171016 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day38_Theguardian_catalan_78.txt,Theguardian,catalan,20171016,78
224,9,38,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171016 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day38_NewYorkTimes_catalan_46.txt,NewYorkTimes,catalan,20171016,46
225,9,38,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171016 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day38_CNN_catalan_12.txt,CNN,catalan,20171016,12
226,9,41,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171019 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day41_NewYorkTimes_catalan_47.txt,NewYorkTimes,catalan,20171019,47
227,9,41,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171019 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day41_CNN_catalan_13.txt,CNN,catalan,20171019,13
228,9,42,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171020 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day42_Theguardian_catalan_79.txt,Theguardian,catalan,20171020,79
229,9,44,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171022 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day44_CNN_catalan_15.txt,CNN,catalan,20171022,15
230,9,46,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171024 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day46_NewYorkTimes_catalan_49.txt,NewYorkTimes,catalan,20171024,49
231,9,48,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171026 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day48_CNN_catalan_16.txt,CNN,catalan,20171026,16
232,9,49,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171027 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day49_Theguardian_catalan_81.txt,Theguardian,catalan,20171027,81
233,9,49,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171027 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day49_NewYorkTimes_catalan_50.txt,NewYorkTimes,catalan,20171027,50
234,9,49,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171027 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day49_CNN_catalan_17.txt,CNN,catalan,20171027,17
235,9,49,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160721 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day49_NewYorkTimes_brexit_81.txt,NewYorkTimes,brexit,20160721,81
236,9,51,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171029 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day51_Theguardian_catalan_83.txt,Theguardian,catalan,20171029,83
237,9,51,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171029 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day51_CNN_catalan_18.txt,CNN,catalan,20171029,18
238,9,52,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171030 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day52_NewYorkTimes_catalan_52.txt,NewYorkTimes,catalan,20171030,52
239,9,53,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171031 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day53_Theguardian_catalan_84.txt,Theguardian,catalan,20171031,84
240,9,53,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171031 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day53_CNN_catalan_19.txt,CNN,catalan,20171031,19
241,9,54,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171101 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day54_NewYorkTimes_catalan_53.txt,NewYorkTimes,catalan,20171101,53
242,9,54,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171101 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day54_CNN_catalan_20.txt,CNN,catalan,20171101,20
243,9,55,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171102 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day55_Theguardian_catalan_85.txt,Theguardian,catalan,20171102,85
244,9,55,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171102 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day55_CNN_catalan_21.txt,CNN,catalan,20171102,21
245,9,56,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171103 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day56_Theguardian_catalan_86.txt,Theguardian,catalan,20171103,86
246,10,57,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171104 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day57_Theguardian_catalan_87.txt,Theguardian,catalan,20171104,87
247,10,58,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171105 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day58_CNN_catalan_22.txt,CNN,catalan,20171105,22
248,10,59,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171106 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day59_Theguardian_catalan_88.txt,Theguardian,catalan,20171106,88
249,10,61,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171108 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day61_Theguardian_catalan_89.txt,Theguardian,catalan,20171108,89
250,10,61,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171108 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day61_NewYorkTimes_catalan_54.txt,NewYorkTimes,catalan,20171108,54
251,10,64,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171111 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day64_Theguardian_catalan_90.txt,Theguardian,catalan,20171111,90
252,10,65,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171112 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day65_NewYorkTimes_catalan_56.txt,NewYorkTimes,catalan,20171112,56
253,10,66,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171113 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day66_Theguardian_catalan_91.txt,Theguardian,catalan,20171113,91
254,10,66,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171113 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day66_CNN_catalan_24.txt,CNN,catalan,20171113,24
255,10,74,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171121 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day74_Theguardian_catalan_94.txt,Theguardian,catalan,20171121,94
363,11,6,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140220 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day6_Theguardian_crimea_163.txt,Theguardian,crimea,20140220,163
256,11,10,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140224 165400.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day10_CNN_crimea_2.txt,CNN,crimea,20140224,2
257,11,10,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140224 150000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day10_CNN_crimea_1.txt,CNN,crimea,20140224,1
258,11,11,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140225 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day11_Theguardian_crimea_165.txt,Theguardian,crimea,20140225,165
259,11,11,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140225 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day11_NewYorkTimes_crimea_115.txt,NewYorkTimes,crimea,20140225,115
260,11,12,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\turkish\20160727 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day12_Theguardian_turkish_26.txt,Theguardian,turkish,20160727,26
261,11,12,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20170920 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day12_Theguardian_catalan_64.txt,Theguardian,catalan,20170920,64
262,11,12,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20170920 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day12_NewYorkTimes_catalan_33.txt,NewYorkTimes,catalan,20170920,33
263,11,12,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20170920 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day12_CNN_catalan_1.txt,CNN,catalan,20170920,1
264,11,12,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140226 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day12_NewYorkTimes_crimea_116.txt,NewYorkTimes,crimea,20140226,116
265,11,12,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140226 005400.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day12_CNN_crimea_3.txt,CNN,crimea,20140226,3
