,group,day_number,source_file,reference_file,news_srouce,news_event,news_event_date,news_numer_in_day
19,0,12,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160614 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day12_NewYorkTimes_brexit_47.txt,NewYorkTimes,brexit,20160614,47
20,0,13,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160615 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day13_NewYorkTimes_brexit_48.txt,NewYorkTimes,brexit,20160615,48
21,0,16,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160618 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day16_Theguardian_brexit_90.txt,Theguardian,brexit,20160618,90
22,0,18,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160620 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_Theguardian_brexit_91.txt,Theguardian,brexit,20160620,91
23,0,21,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160623 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day21_Theguardian_brexit_93.txt,Theguardian,brexit,20160623,93
24,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140308 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_crimea_192.txt,Theguardian,crimea,20140308,192
25,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140308 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_crimea_191.txt,Theguardian,crimea,20140308,191
26,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140308 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_crimea_190.txt,Theguardian,crimea,20140308,190
27,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140308 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_crimea_189.txt,Theguardian,crimea,20140308,189
28,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160624 000005.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_brexit_99.txt,Theguardian,brexit,20160624,99
29,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160624 000004.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_brexit_98.txt,Theguardian,brexit,20160624,98
30,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160624 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_brexit_97.txt,Theguardian,brexit,20160624,97
31,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160624 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_brexit_96.txt,Theguardian,brexit,20160624,96
32,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160624 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_brexit_95.txt,Theguardian,brexit,20160624,95
33,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160624 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_brexit_94.txt,Theguardian,brexit,20160624,94
34,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160624 000007.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_brexit_101.txt,Theguardian,brexit,20160624,101
35,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160624 000006.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_brexit_100.txt,Theguardian,brexit,20160624,100
36,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140308 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_NewYorkTimes_crimea_130.txt,NewYorkTimes,crimea,20140308,130
37,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140308 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_NewYorkTimes_crimea_129.txt,NewYorkTimes,crimea,20140308,129
38,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160624 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_NewYorkTimes_brexit_51.txt,NewYorkTimes,brexit,20160624,51
39,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140308 140600.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_crimea_63.txt,CNN,crimea,20140308,63
40,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000006.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_9.txt,CNN,brexit,20160624,9
41,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000005.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_8.txt,CNN,brexit,20160624,8
42,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000004.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_7.txt,CNN,brexit,20160624,7
43,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_6.txt,CNN,brexit,20160624,6
44,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_5.txt,CNN,brexit,20160624,5
45,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_4.txt,CNN,brexit,20160624,4
46,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_3.txt,CNN,brexit,20160624,3
47,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000011.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_14.txt,CNN,brexit,20160624,14
48,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000010.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_13.txt,CNN,brexit,20160624,13
49,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000009.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_12.txt,CNN,brexit,20160624,12
50,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000007.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_10.txt,CNN,brexit,20160624,10
51,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160624 000008.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_CNN_brexit_11.txt,CNN,brexit,20160624,11
52,0,22,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160624 000008.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day22_Theguardian_brexit_102.txt,Theguardian,brexit,20160624,102
53,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\hk\20141007 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_Theguardian_hk_66.txt,Theguardian,hk,20141007,66
54,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160625 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_Theguardian_brexit_106.txt,Theguardian,brexit,20160625,106
55,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160625 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_Theguardian_brexit_105.txt,Theguardian,brexit,20160625,105
56,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160625 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_Theguardian_brexit_104.txt,Theguardian,brexit,20160625,104
57,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160625 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_Theguardian_brexit_103.txt,Theguardian,brexit,20160625,103
58,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\syria\20170427 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_NewYorkTimes_syria_37.txt,NewYorkTimes,syria,20170427,37
59,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140309 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_NewYorkTimes_crimea_131.txt,NewYorkTimes,crimea,20140309,131
60,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171001 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_NewYorkTimes_catalan_41.txt,NewYorkTimes,catalan,20171001,41
61,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171001 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_NewYorkTimes_catalan_40.txt,NewYorkTimes,catalan,20171001,40
62,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160625 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_NewYorkTimes_brexit_55.txt,NewYorkTimes,brexit,20160625,55
63,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160625 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_NewYorkTimes_brexit_54.txt,NewYorkTimes,brexit,20160625,54
64,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160625 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_NewYorkTimes_brexit_53.txt,NewYorkTimes,brexit,20160625,53
65,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160625 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_NewYorkTimes_brexit_52.txt,NewYorkTimes,brexit,20160625,52
66,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\hk\20141007 005900.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_CNN_hk_15.txt,CNN,hk,20141007,15
67,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171001 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_CNN_catalan_5.txt,CNN,catalan,20171001,5
68,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160625 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_CNN_brexit_15.txt,CNN,brexit,20160625,15
69,0,23,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171001 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day23_CNN_catalan_4.txt,CNN,catalan,20171001,4
70,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160627 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_Theguardian_brexit_111.txt,Theguardian,brexit,20160627,111
71,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160627 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_Theguardian_brexit_110.txt,Theguardian,brexit,20160627,110
72,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160627 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_Theguardian_brexit_109.txt,Theguardian,brexit,20160627,109
73,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160627 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_NewYorkTimes_brexit_59.txt,NewYorkTimes,brexit,20160627,59
74,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160627 000006.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_CNN_brexit_24.txt,CNN,brexit,20160627,24
75,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160627 000004.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_CNN_brexit_22.txt,CNN,brexit,20160627,22
76,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160627 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_CNN_brexit_21.txt,CNN,brexit,20160627,21
77,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160627 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_CNN_brexit_20.txt,CNN,brexit,20160627,20
78,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160627 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_CNN_brexit_19.txt,CNN,brexit,20160627,19
79,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160627 000005.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_CNN_brexit_23.txt,CNN,brexit,20160627,23
80,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140311 182400.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_CNN_crimea_67.txt,CNN,crimea,20140311,67
81,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140311 121400.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_CNN_crimea_66.txt,CNN,crimea,20140311,66
82,0,25,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140311 065500.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day25_CNN_crimea_65.txt,CNN,crimea,20140311,65
84,0,32,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171010 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day32_Theguardian_catalan_74.txt,Theguardian,catalan,20171010,74
85,0,32,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171010 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day32_Theguardian_catalan_73.txt,Theguardian,catalan,20171010,73
86,0,32,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\catalan\20171010 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day32_CNN_catalan_8.txt,CNN,catalan,20171010,8
87,0,32,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160704 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day32_Theguardian_brexit_121.txt,Theguardian,brexit,20160704,121
88,0,32,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140318 132300.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day32_CNN_crimea_84.txt,CNN,crimea,20140318,84
89,0,32,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160704 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day32_CNN_brexit_34.txt,CNN,brexit,20160704,34
91,0,50,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160722 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day50_Theguardian_brexit_134.txt,Theguardian,brexit,20160722,134
92,0,50,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\catalan\20171028 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day50_NewYorkTimes_catalan_51.txt,NewYorkTimes,catalan,20171028,51
96,1,0,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\missile\20170825 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day0_CNN_missile_1.txt,CNN,missile,20170825,1
133,1,4,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\syria\20170408 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day4_NewYorkTimes_syria_32.txt,NewYorkTimes,syria,20170408,32
134,1,4,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\missile\20170829 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day4_NewYorkTimes_missile_11.txt,NewYorkTimes,missile,20170829,11
135,1,4,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\missile\20170829 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day4_CNN_missile_3.txt,CNN,missile,20170829,3
136,1,5,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\missile\20170830 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day5_Theguardian_missile_20.txt,Theguardian,missile,20170830,20
137,1,5,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\missile\20170830 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day5_CNN_missile_4.txt,CNN,missile,20170830,4
138,1,8,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\missile\20170902 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day8_Theguardian_missile_21.txt,Theguardian,missile,20170902,21
139,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\syria\20170413 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_Theguardian_syria_56.txt,Theguardian,syria,20170413,56
140,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140223 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_Theguardian_crimea_164.txt,Theguardian,crimea,20140223,164
141,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\syria\20170413 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_NewYorkTimes_syria_35.txt,NewYorkTimes,syria,20170413,35
142,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\syria\20170413 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_CNN_syria_15.txt,CNN,syria,20170413,15
143,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\syria\20170413 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_CNN_syria_13.txt,CNN,syria,20170413,13
144,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\syria\20170413 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_CNN_syria_12.txt,CNN,syria,20170413,12
145,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140425 213200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_CNN_sewol_23.txt,CNN,sewol,20140425,23
146,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140425 190700.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_CNN_sewol_22.txt,CNN,sewol,20140425,22
147,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140425 070500.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_CNN_sewol_21.txt,CNN,sewol,20140425,21
148,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\missile\20170903 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_CNN_missile_6.txt,CNN,missile,20170903,6
149,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140425 035900.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_CNN_sewol_20.txt,CNN,sewol,20140425,20
150,1,9,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\syria\20170413 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day9_CNN_syria_14.txt,CNN,syria,20170413,14
97,1,10,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\missile\20170904 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day10_NewYorkTimes_missile_13.txt,NewYorkTimes,missile,20170904,13
98,1,11,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\sewol\20140427 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day11_Theguardian_sewol_38.txt,Theguardian,sewol,20140427,38
99,1,11,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\sewol\20140427 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day11_Theguardian_sewol_37.txt,Theguardian,sewol,20140427,37
100,1,11,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\turkish\20160726 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day11_CNN_turkish_4.txt,CNN,turkish,20160726,4
101,1,11,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140427 182000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day11_CNN_sewol_26.txt,CNN,sewol,20140427,26
102,1,11,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140427 145600.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day11_CNN_sewol_25.txt,CNN,sewol,20140427,25
103,1,11,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140427 143600.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day11_CNN_sewol_24.txt,CNN,sewol,20140427,24
104,1,12,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\missile\20170906 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day12_Theguardian_missile_22.txt,Theguardian,missile,20170906,22
105,1,12,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\missile\20170906 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day12_NewYorkTimes_missile_14.txt,NewYorkTimes,missile,20170906,14
106,1,19,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\missile\20170913 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_NewYorkTimes_missile_15.txt,NewYorkTimes,missile,20170913,15
107,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\missile\20170914 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_Theguardian_missile_23.txt,Theguardian,missile,20170914,23
108,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140306 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_Theguardian_crimea_186.txt,Theguardian,crimea,20140306,186
109,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140306 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_Theguardian_crimea_185.txt,Theguardian,crimea,20140306,185
110,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140306 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_Theguardian_crimea_184.txt,Theguardian,crimea,20140306,184
111,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\syria\20170424 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_NewYorkTimes_syria_36.txt,NewYorkTimes,syria,20170424,36
112,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140306 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_NewYorkTimes_crimea_125.txt,NewYorkTimes,crimea,20140306,125
113,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160622 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_NewYorkTimes_brexit_50.txt,NewYorkTimes,brexit,20160622,50
114,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 235600.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_55.txt,CNN,crimea,20140306,55
115,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 233900.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_54.txt,CNN,crimea,20140306,54
116,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 222700.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_53.txt,CNN,crimea,20140306,53
117,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 195700.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_52.txt,CNN,crimea,20140306,52
118,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 175100.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_51.txt,CNN,crimea,20140306,51
119,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 171400.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_50.txt,CNN,crimea,20140306,50
120,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 171300.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_49.txt,CNN,crimea,20140306,49
121,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 130000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_48.txt,CNN,crimea,20140306,48
122,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 123500.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_47.txt,CNN,crimea,20140306,47
123,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 042900.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_46.txt,CNN,crimea,20140306,46
124,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 020200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_45.txt,CNN,crimea,20140306,45
125,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140306 001500.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_crimea_44.txt,CNN,crimea,20140306,44
126,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\missile\20170914 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_NewYorkTimes_missile_16.txt,NewYorkTimes,missile,20170914,16
127,1,20,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\missile\20170914 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day20_CNN_missile_7.txt,CNN,missile,20170914,7
128,1,21,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\missile\20170915 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day21_CNN_missile_8.txt,CNN,missile,20170915,8
