,threshold,accuracy,precision,recall,f1-score
0,0.01,0.28031030767538345,0.27807078771547583,0.9977311347174361,0.4219996621872571
1,0.02,0.28757346512750165,0.2795971491493542,0.9966028870138459,0.42375062535936703
2,0.03,0.29931721312413706,0.28218113070648077,0.9932799863648125,0.42653047818773915
3,0.04,0.3268786439819204,0.28929005669985186,0.9907149599471157,0.4348304468040962
4,0.05,0.35586082171559913,0.2978982395131876,0.9862757012996834,0.44432145148741103
5,0.06,0.39023161426515496,0.3094715011205157,0.9835460543635981,0.4570256067482545
6,0.07,0.42570908110619554,0.321559153704733,0.9758866189238438,0.4692757503457906
7,0.08,0.4751618509575924,0.341585626032512,0.9709423778791996,0.48961339068038084
8,0.09,0.5233114637569941,0.36339488657242736,0.9610165238898032,0.5106397827807175
9,0.1,0.5702229469756173,0.38658420060761234,0.9493781061434317,0.5324336200810112
10,0.11,0.6150781576770558,0.4120812468191664,0.9289403659323161,0.5538799674019054
11,0.12,0.6451433870674632,0.43343108996693913,0.9165921253566602,0.5698736892117644
12,0.13,0.6848373455510517,0.4623976288547135,0.9028190620239233,0.5940350083256126
13,0.14,0.7221020550683882,0.4958667352361624,0.8775123224730371,0.616666064613405
14,0.15,0.7495042919775335,0.5250191358532628,0.8573927426810266,0.634174215842359
15,0.16,0.770932475828844,0.5537178564020578,0.8321431976500375,0.6469685969355883
16,0.17,0.7948558546796178,0.5883047076969853,0.8061940342498446,0.6637275097574334
17,0.18,0.8165097904276719,0.6335229398158762,0.7930936061552596,0.6862872032322453
18,0.19,0.8329727306714855,0.6703657975656029,0.7689325077443961,0.6990034886169639
19,0.2,0.8483154400564706,0.7138450088655134,0.7517472670030657,0.7137638477725564
20,0.21,0.8586440359559924,0.7481355609575507,0.7329570141708145,0.7242669945691713
21,0.22,0.8660834599571513,0.7845769813166448,0.7106347969285927,0.7287307090156708
22,0.23,0.8701208661680468,0.8127525092325435,0.6867158743604376,0.7285276117371128
23,0.24,0.87540062808653,0.8476324417790931,0.6673953605237503,0.7327053616164546
24,0.25,0.871734575802923,0.8581106635290247,0.6365370797010561,0.7169882325651447
25,0.26,0.8699203755549985,0.8880006912509553,0.6116619839383964,0.7059127622325816
26,0.27,0.8684300989096548,0.9121434514482186,0.5832329842042756,0.6944451547165357
27,0.28,0.8654469702071975,0.9212069633078125,0.5635791222540971,0.6812665984698536
28,0.29,0.8611738783568131,0.9326625178699149,0.5288935396399056,0.6559033473692057
29,0.3,0.8550034346762981,0.921966733648099,0.4945828726471757,0.6215458427680566
30,0.31,0.8496297785191428,0.9292981125574448,0.4700337537725379,0.6005473262779907
31,0.32,0.84457589350999,0.932884746093153,0.4524076278899496,0.5843743565747338
32,0.33,0.8406131022188165,0.9420104608384423,0.43087382980807365,0.5657908556174899
33,0.34,0.8372121896420478,0.944472754382732,0.41750927000208404,0.5522807104098327
