,threshold,accuracy,precision,recall,f1-score
0,0.01,0.4853770153623912,0.4842602777785996,0.9115942028985508,0.5885637970415549
1,0.02,0.4894939220866014,0.48523841091429176,0.9104561501300631,0.5894754724992586
2,0.03,0.5036665179571854,0.49460739553691907,0.9099126718691936,0.5969771009325465
3,0.04,0.5163261150241681,0.49826226175691046,0.9090725122388639,0.6008025605476679
4,0.05,0.5368224461723498,0.505239801354287,0.9073093420363211,0.6070972791836666
5,0.06,0.5591784432993282,0.513790355506346,0.9066489694064306,0.6148753712130571
6,0.07,0.5803099824999238,0.5256181397068718,0.9051601770179264,0.624678465128656
7,0.08,0.6074213602641898,0.5391492494590623,0.9030876178839611,0.6356125040911771
8,0.09,0.6384388406110838,0.5583064662400885,0.8980903561352065,0.650028871018514
9,0.1,0.6719255786721834,0.581233331587869,0.8911005154969571,0.6655982797707144
10,0.11,0.6996555635513261,0.59771674040188,0.8770245331112904,0.6733179837545705
11,0.12,0.7270889773765008,0.617671886699464,0.8689448842988281,0.6855765710779089
12,0.13,0.7466162728447492,0.6361579148494957,0.8483583031337921,0.6930524022796367
13,0.14,0.7639855612445933,0.6582561269287319,0.8315132307122601,0.703755671832476
14,0.15,0.7842184483371911,0.6819134789069903,0.8173459194515672,0.7144559184195876
15,0.16,0.7933676760521512,0.6935489020247293,0.7997143132298896,0.7142476187759037
16,0.17,0.8258002805840033,0.7163784022929877,0.7849102657392,0.7246514381776332
17,0.18,0.8336412208684039,0.7372125050866414,0.7669956888315042,0.7290470144569366
18,0.19,0.8289936640308516,0.745176696595353,0.7343480536470942,0.7167149737478522
19,0.2,0.834446809089121,0.76918169553015,0.7251781627709605,0.721595949851796
20,0.21,0.8213913060063962,0.7660381052232716,0.702298069378722,0.7064806517069477
21,0.22,0.8249137403079767,0.7759434438836598,0.6848556814583706,0.7007447909938095
22,0.23,0.8174497687324068,0.7836719434942607,0.6549209053106758,0.6872472182140408
23,0.24,0.8295333401040795,0.8170273049378964,0.644761379759536,0.6977426684948047
24,0.25,0.8283432099096814,0.8262879172652228,0.6288287207002651,0.6913809136742752
25,0.26,0.8230142589716756,0.8342005292606648,0.6134221755883132,0.6817917549557813
26,0.27,0.8113055602721049,0.8194112606770796,0.5744382460203744,0.6510704088016285
27,0.28,0.8044766415108064,0.8174609103363008,0.5504600077691827,0.6303187512595602
28,0.29,0.7942455451377812,0.7992306932109559,0.5219949491148673,0.6014032344251092
29,0.3,0.7742328915688477,0.7788864163226034,0.49154308809500946,0.5706340642228637
30,0.31,0.751847467955525,0.7704880951132825,0.46240231983797114,0.5431404910806913
31,0.32,0.7444924241995088,0.7722870215865242,0.4479677940637033,0.5314084713690904
32,0.33,0.7258603880756248,0.7691563614790159,0.4244649930248316,0.5120599961257993
33,0.34,0.7191682385794893,0.7702512918673705,0.4123581551420974,0.4987729454006295
34,0.35,0.7103549879647911,0.7592819901025097,0.39889406701314273,0.48330453436091014
35,0.36,0.7044821412304655,0.7489883305100696,0.38614278824418663,0.46806833950064214
36,0.37,0.6954115903988198,0.7272130485280008,0.37319368063483227,0.45140176236988255
37,0.38,0.6759729490645389,0.7168192219679633,0.3499581861783842,0.42979421992041295
38,0.39,0.669923474036595,0.7058423913043478,0.33918828191850103,0.4173006928539352
39,0.4,0.6649896640204275,0.7060491493383744,0.32929722344192663,0.40664880429827177
40,0.41,0.6608691604682538,0.7060491493383744,0.32087692224662945,0.39881575826506366
41,0.42,0.6548005631670974,0.7059496567505721,0.30838947912416526,0.38476776301527954
42,0.43,0.647110662128733,0.6948757763975155,0.29295144296515846,0.367964056115369
43,0.44,0.6351625333794786,0.6630434782608695,0.2597114137115297,0.3324362038950027
44,0.45,0.6185278909732111,0.6413043478260869,0.23615983477823588,0.3052760689580191
45,0.46,0.6113087591264506,0.6304347826086957,0.2183430621221094,0.2852936491077257
46,0.47,0.607070688173203,0.5978260869565217,0.20529234619914336,0.26740578185554287
