,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.39147,0.22656,0.13178,0.52713,0.17829,0.1938,0.01856,0.35731,0.13256,0.0814,0.24737,0.06842,0.01938,0.28371,0.39907,0.42927,0.59231,0.74615,0.35789
1,0.37209,0.22656,0.13178,0.50388,0.17829,0.1938,0.01856,0.38283,0.12093,0.0814,0.24737,0.06842,0.01938,0.28933,0.38283,0.42927,0.59231,0.74615,0.35789
2,0.32171,0.23438,0.13178,0.3876,0.18217,0.1938,0.01856,0.37355,0.11628,0.06279,0.23158,0.03684,0.01938,0.27809,0.31787,0.40976,0.59231,0.73846,0.32982
3,0.30233,0.23438,0.12016,0.35271,0.17054,0.18992,0.01856,0.33179,0.1,0.07907,0.22632,0.03684,0.01938,0.22753,0.29698,0.4,0.59231,0.73077,0.34386
4,0.27907,0.25,0.13178,0.44574,0.17054,0.12403,0.01856,0.31555,0.09302,0.06977,0.22632,0.03684,0.01938,0.23315,0.35731,0.39512,0.59231,0.72308,0.28772
5,0.24031,0.22656,0.13953,0.42636,0.17054,0.12403,0.01856,0.33875,0.08605,0.04419,0.22105,0.03684,0.01938,0.23596,0.2297,0.39512,0.57692,0.68462,0.28421
6,0.19767,0.22656,0.10853,0.25969,0.13953,0.12016,0.01856,0.33643,0.08837,0.04419,0.21053,0.03684,0.01938,0.24719,0.00928,0.38537,0.56923,0.66154,0.28421
7,0.19767,0.20312,0.0969,0.22481,0.13953,0.0969,0.01856,0.30394,0.0814,0.04419,0.18947,0.03684,0.01938,0.2191,0.00928,0.34634,0.54615,0.62308,0.28421
8,0.15504,0.22656,0.08527,0.22868,0.13953,0.06977,0.01856,0.31787,0.0907,0.04186,0.17368,0.03684,0.01938,0.23034,0.00928,0.30244,0.52308,0.59231,0.28421
9,0.28682,0.19531,0.06202,0.1938,0.13178,0.05039,0.01856,0.30858,0.09302,0.05116,0.22105,0.03684,0.01938,0.21067,0.00928,0.16098,0.50769,0.58462,0.28421
10,0.32171,0.17969,0.07752,0.25969,0.0969,0.06977,0.01392,0.30162,0.10698,0.04186,0.18947,0.03684,0.01938,0.20787,0.00696,0.13659,0.5,0.59231,0.25965
11,0.2907,0.17969,0.07752,0.2093,0.13178,0.06977,0.01392,0.2877,0.09535,0.03488,0.2,0.03684,0.01938,0.21629,0.00696,0.1561,0.49231,0.58462,0.28421
12,0.23643,0.14062,0.05426,0.18992,0.08915,0.06977,0.01392,0.2877,0.08605,0.04186,0.18947,0.03684,0.01938,0.19382,0.00696,0.1561,0.46923,0.56923,0.2807
13,0.15891,0.14844,0.03101,0.0,0.06202,0.06977,0.01392,0.25754,0.1,0.04651,0.18947,0.03684,0.01938,0.19944,0.00696,0.13171,0.46154,0.56154,0.2807
14,0.13178,0.21875,0.02713,0.0,0.06589,0.02713,0.0116,0.28074,0.0907,0.04884,0.15263,0.03684,0.0,0.17135,0.00696,0.14634,0.42308,0.51538,0.27719
15,0.17442,0.1875,0.0155,0.0,0.04264,0.03101,0.0116,0.27842,0.0907,0.05116,0.16842,0.03684,0.0,0.15169,0.00696,0.12683,0.39231,0.48462,0.27719
16,0.0,0.17188,0.0155,0.0,0.04264,0.03101,0.0116,0.21114,0.06047,0.04419,0.13684,0.02632,0.0,0.15169,0.00696,0.0439,0.36154,0.43846,0.27368
17,0.0,0.17188,0.03101,0.0,0.03876,0.04264,0.0,0.23666,0.06512,0.03953,0.13684,0.02105,0.0,0.14045,0.00696,0.03415,0.32308,0.43846,0.27368
18,0.0,0.16406,0.03101,0.0,0.03876,0.04264,0.0,0.19026,0.07907,0.03953,0.13684,0.02105,0.0,0.14888,0.00696,0.05854,0.30769,0.43846,0.24211
19,0.0,0.16406,0.03101,0.0,0.03876,0.04264,0.0,0.02784,0.07907,0.02558,0.13684,0.02105,0.0,0.1264,0.00696,0.06341,0.29231,0.43846,0.23158
20,0.0,0.14844,0.0155,0.0,0.03876,0.04264,0.0,0.02784,0.07674,0.02558,0.14737,0.02105,0.0,0.10674,0.00696,0.08293,0.15385,0.0,0.24561
21,0.0,0.14062,0.0155,0.0,0.03876,0.04264,0.0,0.02784,0.0,0.02326,0.14737,0.02105,0.0,0.11517,0.00696,0.02927,0.03077,0.0,0.11228
22,0.0,0.14844,0.0155,0.0,0.0155,0.04264,0.0,0.02784,0.0,0.02326,0.11579,0.02105,0.0,0.08989,0.00696,0.03902,0.03077,0.0,0.27368
23,0.0,0.14062,0.0155,0.0,0.0155,0.0,,0.03248,0.0,0.02326,0.11579,0.02105,0.0,0.08146,0.00928,0.06341,0.03077,0.0,0.27368
24,0.0,0.14844,0.0,0.0,0.05426,0.0,,0.01856,0.0,0.01395,0.14737,0.02105,0.0,0.0927,0.00928,0.0439,0.03077,0.0,0.27368
25,0.0,0.13281,0.0,0.0,0.05426,0.0,,0.01856,0.0,0.01395,0.04737,0.02105,0.0,0.10393,0.00928,0.0439,0.03077,0.0,0.04912
26,0.0,0.14062,0.0,0.0,0.05426,0.0,,0.01856,0.01163,0.02326,0.04737,0.02105,0.0,0.10955,0.00928,0.0439,0.02308,0.0,0.0386
27,0.0,0.125,0.0,0.0,0.05426,0.0,,0.01856,0.0093,0.0,0.04211,0.02105,0.0,0.04775,0.00928,0.0439,0.02308,0.0,0.06316
28,0.0,0.125,0.0,0.0,0.0,0.0,,0.01856,0.0,0.01163,0.03158,0.02105,0.0,0.05899,0.00696,0.0439,0.02308,0.0,0.01053
29,0.0,0.11719,0.0,0.0,0.0,0.0,,0.01856,0.0,0.0,0.02105,0.01053,0.0,0.07303,0.0,0.0439,0.02308,0.0,0.0
30,0.0,0.13281,0.0,0.0,0.0,0.0,,0.01856,0.0,0.0,0.06316,0.01053,0.0,0.05899,0.0,0.0,0.02308,0.0,0.0
31,0.0,0.10156,0.0,0.0,0.0,0.0,,0.01856,0.0,0.02791,0.06316,0.01053,0.0,0.01404,0.0,0.06829,0.02308,0.0,0.0
32,0.0,0.11719,0.0,0.0,0.0,0.0,,0.01856,0.0,0.02791,0.06316,0.01579,0.0,0.04213,0.0,0.06829,0.02308,0.0,0.0
33,0.0,0.03906,0.0,0.0,,0.0,,0.01856,0.0,0.02791,0.01053,0.01579,0.0,0.01124,0.0,0.02927,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,,0.0,,0.01856,0.0,0.02791,0.01053,0.01579,0.0,0.02809,0.0,0.02927,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,,0.0,,0.01856,0.0,0.02791,0.01053,0.01579,0.0,0.01404,0.0,0.02927,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,,0.0,,0.01856,0.0,0.00465,0.01053,0.0,0.0,0.01404,0.0,0.02439,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.00465,0.01053,,0.0,0.01404,0.0,0.02439,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.00465,0.01053,,0.0,0.00562,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.01053,,0.0,0.00562,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,,0.00775,,0.0,0.0,0.0,0.01053,,0.0,0.00562,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,,0.00775,,0.0,0.0,0.0,0.01053,,0.0,0.00562,0.0,0.0,0.0,0.0,0.0
