20170404 000000.txt,1120,36
20170404 000001.txt,1467,36
20170405 000000.txt,1326,43
20170405 000001.txt,1127,26
20170405 000002.txt,999,30
20170405 000003.txt,902,23
20170406 000000.txt,1714,46
20170406 000001.txt,1111,29
20170406 000002.txt,1070,35
20170406 000003.txt,876,25
20170407 000000.txt,803,24
20170407 000001.txt,935,22
20170407 000002.txt,624,19
20170407 000003.txt,919,27
20170409 000000.txt,501,15
20170411 000000.txt,561,16
20170413 000000.txt,758,24
20170416 000000.txt,619,21
20170425 000000.txt,797,24
20170529 000000.txt,1161,29
