,threshold,accuracy,precision,recall,f1-score
0,0.01,0.4179980592066456,0.31099684271725997,0.9268696124419551,0.45373024658089683
1,0.02,0.4242084632763278,0.309550153656791,0.9048813775915304,0.4493861028276059
2,0.03,0.428174023582856,0.3096086639965987,0.8940085974731681,0.4480655420655721
3,0.04,0.4323667576740328,0.31037010891888883,0.8872948692938851,0.4480585632901648
4,0.05,0.4324606399869789,0.30983771589400083,0.8820405022570121,0.44663310172610693
5,0.06,0.43408441723448177,0.309477132522943,0.8731488029441203,0.4445842058044206
6,0.07,0.4348575808718239,0.3094895881763196,0.8705238470889469,0.4441740174063147
7,0.08,0.4362578051592135,0.30987518188196767,0.8659548825344549,0.44362594915557096
8,0.09,0.4374069468370239,0.3105443820350275,0.8642764968270206,0.4438629487288957
9,0.1,0.4385823557257646,0.31076439261666294,0.860270909243974,0.4432118519317941
10,0.11,0.44491501748801243,0.3133250555029271,0.8543674412215002,0.4449235374405149
11,0.12,0.4462649615464273,0.3136440679039198,0.8494416746537498,0.4441750211011848
12,0.13,0.4457506397290352,0.31320595552706787,0.8452281322644255,0.44275464566706907
13,0.14,0.4464047463485022,0.3135552817329015,0.8426153083609066,0.4425133005254992
14,0.15,0.44793521280146403,0.3146996553353318,0.840534197667805,0.44310265971935203
15,0.16,0.4471148174914666,0.3139031555562367,0.834368202927199,0.44126002138635945
16,0.17,0.4471559781767441,0.3137618119811367,0.832571187380487,0.44072193752705924
17,0.18,0.4464436845622691,0.31274044947332225,0.8282925395361118,0.43900025964326145
18,0.19,0.45003616373278416,0.31462835919144155,0.8270977964058849,0.4407359503720109
19,0.2,0.45032956050579864,0.3148458281859522,0.8256364577011445,0.440473408619563
20,0.21,0.4501017071473482,0.31471165754581193,0.8250445666091053,0.4402145052138412
21,0.22,0.45013777208603567,0.3147179949620786,0.8222121733465536,0.43948541611320174
22,0.23,0.45205948958683345,0.31677766089454273,0.8219162278005342,0.44100668917462355
23,0.24,0.45240922664355954,0.3169704551882648,0.8216026088083587,0.44111479334046955
24,0.25,0.45168263807409104,0.3164366489324423,0.8190187487781594,0.44008352261789824
25,0.26,0.4540314744843139,0.3180342584694288,0.8189717253604974,0.44164920575170713
26,0.27,0.45349850380990614,0.31752467934094364,0.8173797501063544,0.44083013032309076
27,0.28,0.4532566318635082,0.3170575638544942,0.8144275036086907,0.43990342746597627
28,0.29,0.4536051603728067,0.3176757798515827,0.8141138846165151,0.44022212341777894
29,0.3,0.4539822271701899,0.31792644849819945,0.8141138846165151,0.4404394192647305
30,0.31,0.45733811130235263,0.3182365046322775,0.8032201261914862,0.4399979560616585
31,0.32,0.4568670220263766,0.3183050161903305,0.8010934007374492,0.4393177689661219
32,0.33,0.4559216208905567,0.3172203179168595,0.7980208542815426,0.43759071537038496
33,0.34,0.45603685686950296,0.3171280755428997,0.797072087678127,0.43739356280758707
34,0.35,0.4564190464430728,0.3173863074302221,0.7968640547491065,0.43756652371551147
35,0.36,0.456796113240456,0.31764764582116467,0.7965681092030868,0.4376946853384216
36,0.37,0.4569106187144947,0.3176379548838456,0.7960380572513491,0.4375978566454286
37,0.38,0.45692947205436385,0.31765173899963584,0.7960380572513491,0.4376093329383154
38,0.39,0.45863550243777695,0.3195627460950778,0.7949482203949476,0.4388708978578588
39,0.4,0.4585120068176886,0.3193638902918733,0.7938461090434947,0.4385004600307827
40,0.41,0.4584643747024107,0.319321914622607,0.7935656041346588,0.4384086298892054
41,0.42,0.4593921186889357,0.319933586929005,0.7918376698554047,0.4384994352643939
42,0.43,0.4597716937178462,0.32001880099595575,0.7911494991190694,0.438438127465645
43,0.44,0.4613051369511714,0.3202629192550188,0.7897081406688378,0.4384570533542446
44,0.45,0.4616123566132298,0.3203642935055447,0.7895670704158517,0.4385435843943128
45,0.46,0.4636602512787222,0.32203914481907275,0.789130054616846,0.43985828254576437
46,0.47,0.46391021514315406,0.32224119564506243,0.7890360077815222,0.4400449982618788
47,0.48,0.4648206988325258,0.32293768509965437,0.7888949375285361,0.4405599807363039
48,0.49,0.46579313187826066,0.3240491808530861,0.7868731862179601,0.4409100115916628
49,0.5,0.46743327883490127,0.3257134041747364,0.7866331648468264,0.4421619290761724
50,0.51,0.4701077078774768,0.3273447406245288,0.7856512813734439,0.44340903643206275
51,0.52,0.4694299948173615,0.3272458700974007,0.7816727055812654,0.44187530723318424
52,0.53,0.46906228120577087,0.3268102017330118,0.7796918413465888,0.44093418038451815
53,0.54,0.47143090483342054,0.3298751819238895,0.7793488723829072,0.44265610432892993
54,0.55,0.47178820689783707,0.3301887705085239,0.7758724269979621,0.44153634912348483
55,0.56,0.4700982955905004,0.3278950324162625,0.771658183854804,0.4384243554799331
56,0.57,0.47154574239531233,0.32962000317014994,0.770925222509779,0.439249267907564
57,0.58,0.4719262697191477,0.3297253601245707,0.7703001130401254,0.4392389167858124
58,0.59,0.4742862948928453,0.3333255000427471,0.7692631229348424,0.4414150889773714
59,0.6,0.4746548278107268,0.3335226550688809,0.7658619730357106,0.44062839448998775
60,0.61,0.4743241284264651,0.33321012791358334,0.7638070033475199,0.4396004687123714
61,0.62,0.47407136308631453,0.33295426636340336,0.7625561804377109,0.4391345019817249
62,0.63,0.47418307320584874,0.3339787413766901,0.7592700521780064,0.43832757642256714
63,0.64,0.47416077762159897,0.3343952630970086,0.7567326788702845,0.4374455251243402
64,0.65,0.47832581952917025,0.33840823944535015,0.7525521556767473,0.4384138133654771
65,0.66,0.4790382180574093,0.34029277690527165,0.7512470760835014,0.438969634406356
66,0.67,0.4799354574795634,0.34057333546523644,0.7495820987766544,0.4385358082699132
67,0.68,0.48126978424516037,0.3416177928911664,0.748909965889339,0.4392532827027843
68,0.69,0.4809007482018346,0.3413579822578015,0.7452528857643386,0.43770893683106843
69,0.7,0.48049195725978455,0.34156414385666134,0.7425883515379531,0.436589897383699
70,0.71,0.48031947572524347,0.34155732206857076,0.7414930078916797,0.4362144383838675
71,0.72,0.48024240817160885,0.3414200083815637,0.7403678213563389,0.4358236666392459
72,0.73,0.4797478636582863,0.3413320588979326,0.7369110043448979,0.43412256691690276
73,0.74,0.47879296190684617,0.3407727970250502,0.7341679682146469,0.43227721125250507
74,0.75,0.47902260875531055,0.3411992022761924,0.732110870011759,0.4313227499327019
75,0.76,0.48003133797912007,0.3416099921031888,0.7286195575701804,0.4302499075596991
76,0.77,0.48250340033849404,0.3415356261448566,0.7253942577681853,0.4294065933710078
77,0.78,0.4817318473408379,0.3407278447134638,0.7205380004883588,0.42656254461073323
78,0.79,0.48134374732325563,0.3402092981253162,0.7178972643491299,0.425041283036775
79,0.8,0.48152049051158663,0.33994756120458003,0.715631590589052,0.42407542545329246
80,0.81,0.4806948774737303,0.3398466011477938,0.712297241648444,0.42138226456673816
81,0.82,0.47997429302998834,0.339363318420218,0.7105472308172074,0.4203788388951174
82,0.83,0.47988513152471535,0.33894586381993064,0.7084279125868111,0.41955060170044123
83,0.84,0.48081354548102506,0.3378287611103299,0.7024620834845473,0.41654611197575114
84,0.85,0.4775160780056574,0.33501202505786587,0.6940523650858036,0.4094793625181984
