,threshold,accuracy,precision,recall,f1-score
0,0.01,0.33675577882242336,0.2890559172260557,0.9899854004151571,0.4364820344275363
1,0.02,0.4762506488039072,0.33433532427362384,0.9735458052257874,0.48709665806889724
2,0.03,0.6329305247445203,0.41354418337711285,0.9305046157761233,0.5620909540350137
3,0.04,0.7442714097738151,0.5127570161533606,0.8741714815948448,0.634044578352955
4,0.05,0.8075625926484504,0.6141106922032743,0.791688401670697,0.6779708571867169
5,0.06,0.8416713587264645,0.7035564071682645,0.7199638346095868,0.6980563223606197
6,0.07,0.8590360135870757,0.7951395112788999,0.6643665210858568,0.7086365103760819
7,0.08,0.8580045830454333,0.8488447162466214,0.609441276584546,0.6923497490204132
8,0.09,0.8546832344772789,0.889337507496395,0.5607993025747536,0.6703086617613451
9,0.1,0.8490594870315785,0.912830388226717,0.524779321155316,0.6463725387371796
10,0.11,0.8400640377887698,0.9232952767548277,0.4891045142676505,0.6150187747526155
11,0.12,0.8325328137772334,0.9374503582424237,0.45334610093224365,0.5847410587539211
12,0.13,0.8267213978814439,0.9473844809701828,0.4279232156598888,0.5600047598006329
13,0.14,0.8189006074763752,0.9513730867693866,0.3974242551194184,0.5304539737815096
14,0.15,0.8095477498350941,0.9570605463041612,0.35998511357856955,0.49216786387528866
15,0.16,0.8039573573691493,0.9629664576606564,0.33508209401860417,0.4663328401482069
16,0.17,0.7978054492445897,0.9687948764411425,0.3124104760073144,0.439782349086737
17,0.18,0.7936529465317782,0.9837684377818411,0.2960683166002609,0.42093943669941125
18,0.19,0.7895720455922755,0.9829366271987992,0.28147986770060873,0.40445558557404787
19,0.2,0.7843421924470361,0.9845329458919027,0.25996120653345905,0.3817248606405992
20,0.21,0.7802917314045079,0.9919325944931611,0.24083502754604677,0.36042103359113786
21,0.22,0.7761246312784371,0.9923314850269119,0.22104619729130082,0.33943748600405527
22,0.23,0.7730477592465173,0.9927075501962458,0.20901346205648763,0.3240353210774657
23,0.24,0.7704070296650837,0.9919653856734484,0.20011637754959294,0.3117964387708391
24,0.25,0.7677447513387039,0.9924239024013967,0.18912690972917148,0.29767386455740336
25,0.26,0.7643509026600726,0.9930713432326335,0.17701526587567074,0.2806181666568515
26,0.27,0.7622658409836328,0.9939260261840908,0.16672844188878633,0.26813304068621924
27,0.28,0.7594582440545394,0.994680979243113,0.1536272004592584,0.25041452441777
28,0.29,0.7554028583376082,0.9631842619745846,0.1369571693895842,0.22703113930892213
29,0.3,0.7528528813127803,0.9302256882902044,0.1258067260118805,0.20988564643363675
30,0.31,0.7518777731371399,0.9325806451612904,0.1216512297663459,0.20353959703549512
31,0.32,0.7500624430786323,0.932319802438648,0.11361461412764806,0.19252694933088763
32,0.33,0.7482801207919069,0.931888544891641,0.10515709189364102,0.18012479576558926
33,0.34,0.7450857002085719,0.8992831541218639,0.09034509427711096,0.15627547256646326
34,0.35,0.7432509438945191,0.8362282878411911,0.08172545147181648,0.14258423804130813
35,0.36,0.7414553613790652,0.7712609970674487,0.0744231692276111,0.13057924347884475
36,0.37,0.7408966544078157,0.7712609970674487,0.07225640415864747,0.12695662594317475
37,0.38,0.7404193002207841,0.7706093189964158,0.07059423808255563,0.12401366209869454
38,0.39,0.7387121677274615,0.7373271889400922,0.06447678345824298,0.11356876927609921
39,0.4,0.7379902732623177,0.7373271889400922,0.060706599988910565,0.10770942162788949
40,0.41,0.7368322281929194,0.7043010752688172,0.05606763465946985,0.09969312172999698
41,0.42,0.7359230388977529,0.7043010752688172,0.05265615744107114,0.09386337382163674
42,0.43,0.7352071362378775,0.7043010752688172,0.04898725566506533,0.0880858150729405
43,0.44,0.7341531647436291,0.7032258064516129,0.04441709993240206,0.08010016573741437
44,0.45,0.7338834466019027,0.7032258064516129,0.042962249797200015,0.07752608349970734
45,0.46,0.7330468430997644,0.6387096774193549,0.03506575985837865,0.06400368478166375
46,0.47,0.7327208177177178,0.6387096774193549,0.03373893674091073,0.061725073790048615
47,0.48,0.7316285376481768,0.5741935483870968,0.029510435176289346,0.053782230957361794
48,0.49,0.7313078987909352,0.5725806451612904,0.027966882977474464,0.051213113968639215
49,0.5,0.731059251933618,0.5806451612903226,0.026468443085295452,0.048636231529842366
50,0.51,0.7307832471035335,0.5806451612903226,0.025291704294486756,0.04654609435906004
51,0.52,0.7305586071626674,0.5806451612903226,0.02408573754206245,0.044523649040851015
52,0.53,0.7301779908527591,0.5806451612903226,0.022128906422517858,0.04104785011913179
53,0.54,0.7299556559807161,0.5806451612903226,0.021262239617949933,0.03938219509666194
54,0.55,0.729313501211094,0.5161290322580645,0.017912604833160442,0.0330316059812307
