,day,type,accuracy,precision,recall,f1-score,threshold
0,0,cos,0.26515151515151514,0.26515151515151514,1.0,0.41916167664670656,0.01
1,0,cos,0.26704545454545453,0.2656546489563567,1.0,0.4197901049475262,0.02
2,0,cos,0.2765151515151515,0.2681992337164751,1.0,0.4229607250755287,0.03
3,0,cos,0.2916666666666667,0.2723735408560311,1.0,0.42813455657492355,0.04
4,0,cos,0.3352272727272727,0.285132382892057,1.0,0.44374009508716317,0.05
5,0,cos,0.375,0.2978723404255319,1.0,0.45901639344262296,0.06
6,0,cos,0.4393939393939394,0.3211009174311927,1.0,0.4861111111111111,0.07
7,0,cos,0.49053030303030304,0.3422982885085575,1.0,0.5100182149362478,0.08
8,0,cos,0.5549242424242424,0.37333333333333335,1.0,0.5436893203883496,0.09
9,0,cos,0.6079545454545454,0.4034582132564842,1.0,0.5749486652977414,0.1
10,0,cos,0.6590909090909091,0.4371069182389937,0.9928571428571429,0.6069868995633189,0.11
11,0,cos,0.7121212121212122,0.4793103448275862,0.9928571428571429,0.6465116279069768,0.12
12,0,cos,0.7708333333333334,0.5369649805447471,0.9857142857142858,0.6952141057934509,0.13
13,0,cos,0.8068181818181818,0.5805084745762712,0.9785714285714285,0.7287234042553191,0.14
14,0,cos,0.8409090909090909,0.6284403669724771,0.9785714285714285,0.7653631284916201,0.15
15,0,cos,0.865530303030303,0.6699507389162561,0.9714285714285714,0.7930029154518949,0.16
16,0,cos,0.8882575757575758,0.7120418848167539,0.9714285714285714,0.8217522658610271,0.17
17,0,cos,0.9053030303030303,0.7528089887640449,0.9571428571428572,0.8427672955974843,0.18
18,0,cos,0.9109848484848485,0.7687861271676301,0.95,0.8498402555910544,0.19
19,0,cos,0.9204545454545454,0.7951807228915663,0.9428571428571428,0.8627450980392157,0.2
20,0,cos,0.928030303030303,0.8269230769230769,0.9214285714285714,0.8716216216216216,0.21
21,0,cos,0.9412878787878788,0.8758620689655172,0.9071428571428571,0.8912280701754385,0.22
22,0,cos,0.9545454545454546,0.9328358208955224,0.8928571428571429,0.9124087591240876,0.23
23,0,cos,0.9488636363636364,0.9448818897637795,0.8571428571428571,0.898876404494382,0.24
24,0,cos,0.9545454545454546,0.9833333333333333,0.8428571428571429,0.9076923076923077,0.25
25,0,cos,0.946969696969697,0.9827586206896551,0.8142857142857143,0.8906250000000001,0.26
26,0,cos,0.9393939393939394,0.9821428571428571,0.7857142857142857,0.873015873015873,0.27
27,0,cos,0.9375,0.9819819819819819,0.7785714285714286,0.8685258964143425,0.28
28,0,cos,0.9393939393939394,0.990909090909091,0.7785714285714286,0.872,0.29
29,0,cos,0.9318181818181818,0.9905660377358491,0.75,0.853658536585366,0.3
30,0,cos,0.9299242424242424,0.9904761904761905,0.7428571428571429,0.8489795918367348,0.31
31,0,cos,0.9261363636363636,0.9902912621359223,0.7285714285714285,0.8395061728395061,0.32
32,0,cos,0.9223484848484849,0.9900990099009901,0.7142857142857143,0.8298755186721991,0.33
33,0,cos,0.9128787878787878,0.9895833333333334,0.6785714285714286,0.8050847457627119,0.34
34,0,cos,0.9034090909090909,0.989010989010989,0.6428571428571429,0.7792207792207793,0.35
35,0,cos,0.8920454545454546,0.9882352941176471,0.6,0.7466666666666666,0.36
36,0,cos,0.884469696969697,0.9876543209876543,0.5714285714285714,0.7239819004524887,0.37
37,0,cos,0.8787878787878788,0.9871794871794872,0.55,0.706422018348624,0.38
38,0,cos,0.8768939393939394,0.987012987012987,0.5428571428571428,0.7004608294930875,0.39
39,0,cos,0.8693181818181818,0.9863013698630136,0.5142857142857142,0.6760563380281689,0.4
40,0,cos,0.8674242424242424,0.9861111111111112,0.5071428571428571,0.6698113207547169,0.41
41,0,cos,0.865530303030303,0.9859154929577465,0.5,0.6635071090047393,0.42
42,0,cos,0.8598484848484849,0.9852941176470589,0.4785714285714286,0.6442307692307693,0.43
43,0,cos,0.8484848484848485,0.9838709677419355,0.4357142857142857,0.6039603960396039,0.44
44,0,cos,0.8409090909090909,0.9827586206896551,0.40714285714285714,0.5757575757575758,0.45
45,0,cos,0.8333333333333334,0.9814814814814815,0.37857142857142856,0.5463917525773195,0.46
46,0,cos,0.821969696969697,0.9791666666666666,0.3357142857142857,0.4999999999999999,0.47
47,0,cos,0.8125,0.9767441860465116,0.3,0.4590163934426229,0.48
48,0,cos,0.8125,0.9767441860465116,0.3,0.4590163934426229,0.49
