,threshold,accuracy,precision,recall,f1-score
0,0.01,0.49748355940295197,0.41960267526853456,0.902349927296957,0.5351766094642388
1,0.02,0.49110648926989176,0.41381557899058774,0.8663383816785396,0.520178206323882
2,0.03,0.49355327542966587,0.41325393910000824,0.8522103630785872,0.5166143551448988
3,0.04,0.498842952295823,0.41804806468580163,0.8465321031733367,0.5179399486877323
4,0.05,0.5027332216226648,0.4212753198182429,0.8425104456078376,0.518448918659903
5,0.06,0.5073470917624712,0.422454985141516,0.8347968939279421,0.5180118091842103
6,0.07,0.5085172713154721,0.4230779075403349,0.8346274024025185,0.5185683025333255
7,0.08,0.5102341270980933,0.4241109609125357,0.8335076127698802,0.5192072607912628
8,0.09,0.5215255008918793,0.4291984624192128,0.8313128442615524,0.5242838618727215
9,0.1,0.5230761596454839,0.43006506388661403,0.8304183682977297,0.5248707045679297
10,0.11,0.5218289418193738,0.430124434228344,0.824274005013802,0.5227449389805352
11,0.12,0.525087330938641,0.43239792841648306,0.8200153928953676,0.5226246882877669
12,0.13,0.5257404706765426,0.4330860223279921,0.8177454171084426,0.5226570828095484
13,0.14,0.5301949023642744,0.43545286880828665,0.814742766833056,0.5236790425924928
14,0.15,0.5312485402075433,0.4361979000369131,0.8131012538496288,0.5239477454163318
15,0.16,0.5329844030628703,0.4372672225654281,0.8096228819390535,0.5241809195058974
16,0.17,0.534392024447657,0.43834140158355955,0.8096228819390535,0.525069651587815
17,0.18,0.5366067150409005,0.43923968573946987,0.8091991531254943,0.5258531978759058
18,0.19,0.5378015981335581,0.44010207084261627,0.8080259719886327,0.526233750997024
19,0.2,0.5388861776727738,0.4412736703399132,0.8069948440083522,0.5268893440730252
20,0.21,0.5411931456577078,0.44435745130291876,0.8059355219744538,0.5280834929342356
21,0.22,0.5421464960627033,0.44550656231049274,0.8042281897586472,0.5281111725054047
22,0.23,0.5417133510532871,0.4451029436572047,0.8029993761993252,0.5274606752739318
23,0.24,0.5420103842516164,0.4459576291424244,0.8014585441500185,0.5273360300801356
24,0.25,0.5443963886316388,0.4474805480325197,0.8006514416480006,0.5287431302651128
25,0.26,0.5461217680489424,0.44866706619195085,0.8002478903969918,0.5296001467950413
26,0.27,0.54620872938715,0.4485761407120917,0.7938487205595653,0.5264461219934032
27,0.28,0.5467245506656833,0.4491097120849758,0.793502819487272,0.5266356250237864
28,0.29,0.5488757892575998,0.45091076067460595,0.7927324034626186,0.527654549441755
29,0.3,0.5490170321954528,0.4509687848004268,0.7927324034626186,0.5277036774201388
30,0.31,0.5492912784697425,0.4513972656684386,0.7916160863656722,0.5275695986395159
31,0.32,0.5488841664724011,0.4513114825821608,0.7897301393828728,0.5267733238515635
32,0.33,0.5494697114248454,0.45182719553077383,0.7881130518699014,0.5265846476702315
33,0.34,0.549333971458597,0.45192091556217207,0.7871130833154535,0.5262306974568017
34,0.35,0.5497824096936753,0.45234412068881735,0.7871130833154535,0.5265505283669102
35,0.36,0.5497861172091217,0.45242156884544804,0.7866893545018941,0.5264632092165368
36,0.37,0.5541764538028482,0.45653842653048443,0.7856923455288135,0.5293858422403093
37,0.38,0.5545787821712782,0.4572897852622055,0.7849227156429608,0.5295319736930927
38,0.39,0.5561795354669468,0.4580905575485211,0.7841522996183075,0.5298877994726473
39,0.4,0.5565266571842321,0.45937663840764553,0.7823778376724013,0.5296637537887258
40,0.41,0.5579325043501169,0.4609519015596378,0.7823778376724013,0.5305663813867167
41,0.42,0.559306833132509,0.4613036603491802,0.7803136835784497,0.5303442378954346
42,0.43,0.5593296532705619,0.4613490224991233,0.7794210356499506,0.5299968143155827
43,0.44,0.5619795431452955,0.4618762275920274,0.7783770560023234,0.5302321539424729
44,0.45,0.5637215393788171,0.4625093689776465,0.7783770560023234,0.5309380239302771
45,0.46,0.5638392515376499,0.46279914527713206,0.7782257242831951,0.531075106031491
46,0.47,0.564851283973958,0.4634858562754948,0.7770757650699257,0.5312667693316074
47,0.48,0.5650338559162508,0.46371978207488923,0.7763061351840732,0.5312238457864639
48,0.49,0.5658418050292847,0.4647790053721273,0.7758480499802253,0.5317060768411286
49,0.5,0.5668974317980595,0.4658849938202916,0.7756967182610969,0.5325363462181617
50,0.51,0.5680240663244946,0.46841622560508595,0.7756258013048526,0.5334366135078158
51,0.52,0.5681265813600331,0.46858763510464574,0.7756258013048526,0.5335341491921267
52,0.53,0.5678171920675931,0.468533861554198,0.7748553852801993,0.533056554506412
53,0.54,0.5673463822747493,0.468533861554198,0.7743845754873556,0.5328178340480688
54,0.55,0.5679365028722391,0.4692713963226617,0.7728732582747393,0.5327364017744173
